pH,Antibiotic,Concentration,Timepoint,OD,DateExptStarted,Strain,Measured pH
Neutral,Gentamicin,0,48,1.697,Rep1,FMA2012,
Neutral,Gentamicin,0,48,1.839,Rep1,FMA2012,
Neutral,Gentamicin,0,48,1.885,Rep1,FMA2012,
Neutral,Gentamicin,200,48,1.817,Rep1,FMA2012,
Neutral,Gentamicin,200,48,1.814,Rep1,FMA2012,
Neutral,Gentamicin,200,48,1.896,Rep1,FMA2012,
Neutral,Gentamicin,400,48,1.877,Rep1,FMA2012,
Neutral,Gentamicin,400,48,1.845,Rep1,FMA2012,
Neutral,Gentamicin,400,48,1.889,Rep1,FMA2012,
Neutral,Gentamicin,800,48,1.724,Rep1,FMA2012,
Neutral,Gentamicin,800,48,1.779,Rep1,FMA2012,
Neutral,Gentamicin,800,48,1.823,Rep1,FMA2012,
Basic,Gentamicin,0,48,1.697,Rep1,FMA2012,
Basic,Gentamicin,0,48,1.672,Rep1,FMA2012,
Basic,Gentamicin,0,48,1.7,Rep1,FMA2012,
Basic,Gentamicin,200,48,1.662,Rep1,FMA2012,
Basic,Gentamicin,200,48,1.714,Rep1,FMA2012,
Basic,Gentamicin,200,48,1.685,Rep1,FMA2012,
Basic,Gentamicin,400,48,1.639,Rep1,FMA2012,
Basic,Gentamicin,400,48,1.701,Rep1,FMA2012,
Basic,Gentamicin,400,48,1.755,Rep1,FMA2012,
Basic,Gentamicin,800,48,1.658,Rep1,FMA2012,
Basic,Gentamicin,800,48,1.657,Rep1,FMA2012,
Basic,Gentamicin,800,48,1.67,Rep1,FMA2012,
Acidic,Gentamicin,0,24,1.342,Rep2,FMA2012,
Acidic,Gentamicin,0,24,1.35,Rep2,FMA2012,
Acidic,Gentamicin,0,24,1.372,Rep2,FMA2012,
Acidic,Gentamicin,200,24,1.333,Rep2,FMA2012,
Acidic,Gentamicin,200,24,1.326,Rep2,FMA2012,
Acidic,Gentamicin,200,24,1.333,Rep2,FMA2012,
Acidic,Gentamicin,400,24,1.309,Rep2,FMA2012,
Acidic,Gentamicin,400,24,1.294,Rep2,FMA2012,
Acidic,Gentamicin,400,24,1.313,Rep2,FMA2012,
Acidic,Gentamicin,800,24,1.284,Rep2,FMA2012,
Acidic,Gentamicin,800,24,1.286,Rep2,FMA2012,
Acidic,Gentamicin,800,24,1.292,Rep2,FMA2012,
Neutral,Gentamicin,0,24,1.455,Rep2,FMA2012,
Neutral,Gentamicin,0,24,1.482,Rep2,FMA2012,
Neutral,Gentamicin,0,24,1.478,Rep2,FMA2012,
Neutral,Gentamicin,200,24,1.421,Rep2,FMA2012,
Neutral,Gentamicin,200,24,1.425,Rep2,FMA2012,
Neutral,Gentamicin,200,24,1.431,Rep2,FMA2012,
Neutral,Gentamicin,400,24,1.383,Rep2,FMA2012,
Neutral,Gentamicin,400,24,1.407,Rep2,FMA2012,
Neutral,Gentamicin,400,24,1.449,Rep2,FMA2012,
Neutral,Gentamicin,800,24,1.391,Rep2,FMA2012,
Neutral,Gentamicin,800,24,1.421,Rep2,FMA2012,
Neutral,Gentamicin,800,24,1.436,Rep2,FMA2012,
Basic,Gentamicin,0,24,1.558,Rep2,FMA2012,
Basic,Gentamicin,0,24,1.536,Rep2,FMA2012,
Basic,Gentamicin,0,24,1.551,Rep2,FMA2012,
Basic,Gentamicin,200,24,1.511,Rep2,FMA2012,
Basic,Gentamicin,200,24,1.502,Rep2,FMA2012,
Basic,Gentamicin,200,24,1.532,Rep2,FMA2012,
Basic,Gentamicin,400,24,1.489,Rep2,FMA2012,
Basic,Gentamicin,400,24,1.523,Rep2,FMA2012,
Basic,Gentamicin,400,24,1.484,Rep2,FMA2012,
Basic,Gentamicin,800,24,1.481,Rep2,FMA2012,
Basic,Gentamicin,800,24,1.473,Rep2,FMA2012,
Basic,Gentamicin,800,24,1.491,Rep2,FMA2012,
Acidic,Gentamicin,0,24,1.425,Rep1,FMA2012,
Acidic,Gentamicin,0,24,1.416,Rep1,FMA2012,
Acidic,Gentamicin,0,24,1.364,Rep1,FMA2012,
Acidic,Gentamicin,200,24,1.379,Rep1,FMA2012,
Acidic,Gentamicin,200,24,1.359,Rep1,FMA2012,
Acidic,Gentamicin,200,24,1.315,Rep1,FMA2012,
Acidic,Gentamicin,400,24,1.365,Rep1,FMA2012,
Acidic,Gentamicin,400,24,1.338,Rep1,FMA2012,
Acidic,Gentamicin,400,24,1.306,Rep1,FMA2012,
Acidic,Gentamicin,800,24,1.298,Rep1,FMA2012,
Acidic,Gentamicin,800,24,1.309,Rep1,FMA2012,
Acidic,Gentamicin,800,24,1.298,Rep1,FMA2012,
Neutral,Gentamicin,0,24,1.523,Rep1,FMA2012,
Neutral,Gentamicin,0,24,1.493,Rep1,FMA2012,
Neutral,Gentamicin,0,24,1.478,Rep1,FMA2012,
Neutral,Gentamicin,200,24,1.413,Rep1,FMA2012,
Neutral,Gentamicin,200,24,1.48,Rep1,FMA2012,
Neutral,Gentamicin,200,24,1.45,Rep1,FMA2012,
Neutral,Gentamicin,400,24,1.41,Rep1,FMA2012,
Neutral,Gentamicin,400,24,1.449,Rep1,FMA2012,
Neutral,Gentamicin,400,24,1.404,Rep1,FMA2012,
Neutral,Gentamicin,800,24,1.446,Rep1,FMA2012,
Neutral,Gentamicin,800,24,1.45,Rep1,FMA2012,
Neutral,Gentamicin,800,24,1.413,Rep1,FMA2012,
Basic,Gentamicin,0,24,1.472,Rep1,FMA2012,
Basic,Gentamicin,0,24,1.437,Rep1,FMA2012,
Basic,Gentamicin,0,24,1.465,Rep1,FMA2012,
Basic,Gentamicin,200,24,1.416,Rep1,FMA2012,
Basic,Gentamicin,200,24,1.462,Rep1,FMA2012,
Basic,Gentamicin,200,24,1.43,Rep1,FMA2012,
Basic,Gentamicin,400,24,1.466,Rep1,FMA2012,
Basic,Gentamicin,400,24,1.499,Rep1,FMA2012,
Basic,Gentamicin,400,24,1.464,Rep1,FMA2012,
Basic,Gentamicin,800,24,1.449,Rep1,FMA2012,
Basic,Gentamicin,800,24,1.445,Rep1,FMA2012,
Basic,Gentamicin,800,24,1.47,Rep1,FMA2012,
Acidic,Gentamicin,0,0,0.138,Rep2,FMA2012,
Acidic,Gentamicin,0,0,0.137,Rep2,FMA2012,
Acidic,Gentamicin,0,0,0.138,Rep2,FMA2012,
Acidic,Gentamicin,200,0,0.136,Rep2,FMA2012,
Acidic,Gentamicin,200,0,0.136,Rep2,FMA2012,
Acidic,Gentamicin,200,0,0.136,Rep2,FMA2012,
Acidic,Gentamicin,400,0,0.137,Rep2,FMA2012,
Acidic,Gentamicin,400,0,0.137,Rep2,FMA2012,
Acidic,Gentamicin,400,0,0.135,Rep2,FMA2012,
Acidic,Gentamicin,800,0,0.135,Rep2,FMA2012,
Acidic,Gentamicin,800,0,0.137,Rep2,FMA2012,
Acidic,Gentamicin,800,0,0.138,Rep2,FMA2012,
Neutral,Gentamicin,0,0,0.132,Rep2,FMA2012,
Neutral,Gentamicin,0,0,0.138,Rep2,FMA2012,
Neutral,Gentamicin,0,0,0.135,Rep2,FMA2012,
Neutral,Gentamicin,200,0,0.136,Rep2,FMA2012,
Neutral,Gentamicin,200,0,0.136,Rep2,FMA2012,
Neutral,Gentamicin,200,0,0.136,Rep2,FMA2012,
Neutral,Gentamicin,400,0,0.132,Rep2,FMA2012,
Neutral,Gentamicin,400,0,0.135,Rep2,FMA2012,
Neutral,Gentamicin,400,0,0.136,Rep2,FMA2012,
Neutral,Gentamicin,800,0,0.131,Rep2,FMA2012,
Neutral,Gentamicin,800,0,0.136,Rep2,FMA2012,
Neutral,Gentamicin,800,0,0.135,Rep2,FMA2012,
Basic,Gentamicin,0,0,0.156,Rep2,FMA2012,
Basic,Gentamicin,0,0,0.149,Rep2,FMA2012,
Basic,Gentamicin,0,0,0.156,Rep2,FMA2012,
Basic,Gentamicin,200,0,0.144,Rep2,FMA2012,
Basic,Gentamicin,200,0,0.143,Rep2,FMA2012,
Basic,Gentamicin,200,0,0.143,Rep2,FMA2012,
Basic,Gentamicin,400,0,0.148,Rep2,FMA2012,
Basic,Gentamicin,400,0,0.148,Rep2,FMA2012,
Basic,Gentamicin,400,0,0.146,Rep2,FMA2012,
Basic,Gentamicin,800,0,0.147,Rep2,FMA2012,
Basic,Gentamicin,800,0,0.146,Rep2,FMA2012,
Basic,Gentamicin,800,0,0.153,Rep2,FMA2012,
Acidic,Gentamicin,0,0,0.153,Rep1,FMA2012,
Acidic,Gentamicin,0,0,0.151,Rep1,FMA2012,
Acidic,Gentamicin,0,0,0.152,Rep1,FMA2012,
Acidic,Gentamicin,200,0,0.156,Rep1,FMA2012,
Acidic,Gentamicin,200,0,0.156,Rep1,FMA2012,
Acidic,Gentamicin,200,0,0.163,Rep1,FMA2012,
Acidic,Gentamicin,400,0,0.159,Rep1,FMA2012,
Acidic,Gentamicin,400,0,0.16,Rep1,FMA2012,
Acidic,Gentamicin,400,0,0.16,Rep1,FMA2012,
Acidic,Gentamicin,800,0,0.157,Rep1,FMA2012,
Acidic,Gentamicin,800,0,0.159,Rep1,FMA2012,
Acidic,Gentamicin,800,0,0.162,Rep1,FMA2012,
Neutral,Gentamicin,0,0,0.166,Rep1,FMA2012,
Neutral,Gentamicin,0,0,0.163,Rep1,FMA2012,
Neutral,Gentamicin,0,0,0.167,Rep1,FMA2012,
Neutral,Gentamicin,200,0,0.165,Rep1,FMA2012,
Neutral,Gentamicin,200,0,0.169,Rep1,FMA2012,
Neutral,Gentamicin,200,0,0.17,Rep1,FMA2012,
Neutral,Gentamicin,400,0,0.165,Rep1,FMA2012,
Neutral,Gentamicin,400,0,0.166,Rep1,FMA2012,
Neutral,Gentamicin,400,0,0.167,Rep1,FMA2012,
Neutral,Gentamicin,800,0,0.164,Rep1,FMA2012,
Neutral,Gentamicin,800,0,0.164,Rep1,FMA2012,
Neutral,Gentamicin,800,0,0.165,Rep1,FMA2012,
Basic,Gentamicin,0,0,0.172,Rep1,FMA2012,
Basic,Gentamicin,0,0,0.169,Rep1,FMA2012,
Basic,Gentamicin,0,0,0.171,Rep1,FMA2012,
Basic,Gentamicin,200,0,0.168,Rep1,FMA2012,
Basic,Gentamicin,200,0,0.169,Rep1,FMA2012,
Basic,Gentamicin,200,0,0.174,Rep1,FMA2012,
Basic,Gentamicin,400,0,0.159,Rep1,FMA2012,
Basic,Gentamicin,400,0,0.16,Rep1,FMA2012,
Basic,Gentamicin,400,0,0.163,Rep1,FMA2012,
Basic,Gentamicin,800,0,0.157,Rep1,FMA2012,
Basic,Gentamicin,800,0,0.158,Rep1,FMA2012,
Basic,Gentamicin,800,0,0.159,Rep1,FMA2012,
Acidic,Tobramycin,0,48,1.524,Rep2,CV2008,
Acidic,Tobramycin,0,48,1.512,Rep2,CV2008,
Acidic,Tobramycin,0,48,1.512,Rep2,CV2008,
Acidic,Tobramycin,16,48,1.388,Rep2,CV2008,
Acidic,Tobramycin,16,48,1.406,Rep2,CV2008,
Acidic,Tobramycin,16,48,1.379,Rep2,CV2008,
Acidic,Tobramycin,32,48,1.396,Rep2,CV2008,
Acidic,Tobramycin,32,48,1.391,Rep2,CV2008,
Acidic,Tobramycin,32,48,1.35,Rep2,CV2008,
Acidic,Tobramycin,64,48,1.371,Rep2,CV2008,
Acidic,Tobramycin,64,48,1.381,Rep2,CV2008,
Acidic,Tobramycin,64,48,1.345,Rep2,CV2008,
Neutral,Tobramycin,0,48,1.515,Rep2,CV2008,
Neutral,Tobramycin,0,48,1.485,Rep2,CV2008,
Neutral,Tobramycin,0,48,1.471,Rep2,CV2008,
Neutral,Tobramycin,16,48,1.493,Rep2,CV2008,
Neutral,Tobramycin,16,48,1.413,Rep2,CV2008,
Neutral,Tobramycin,16,48,1.456,Rep2,CV2008,
Neutral,Tobramycin,32,48,1.443,Rep2,CV2008,
Neutral,Tobramycin,32,48,1.445,Rep2,CV2008,
Neutral,Tobramycin,32,48,1.419,Rep2,CV2008,
Neutral,Tobramycin,64,48,1.451,Rep2,CV2008,
Neutral,Tobramycin,64,48,1.431,Rep2,CV2008,
Neutral,Tobramycin,64,48,1.441,Rep2,CV2008,
Basic,Tobramycin,0,48,1.36,Rep2,CV2008,
Basic,Tobramycin,0,48,1.307,Rep2,CV2008,
Basic,Tobramycin,0,48,1.324,Rep2,CV2008,
Basic,Tobramycin,16,48,1.244,Rep2,CV2008,
Basic,Tobramycin,16,48,1.366,Rep2,CV2008,
Basic,Tobramycin,16,48,1.3,Rep2,CV2008,
Basic,Tobramycin,32,48,1.274,Rep2,CV2008,
Basic,Tobramycin,32,48,1.273,Rep2,CV2008,
Basic,Tobramycin,32,48,1.275,Rep2,CV2008,
Basic,Tobramycin,64,48,1.366,Rep2,CV2008,
Basic,Tobramycin,64,48,1.289,Rep2,CV2008,
Basic,Tobramycin,64,48,1.3,Rep2,CV2008,
Acidic,Tobramycin,0,48,1.671,Rep1,CV2008,
Acidic,Tobramycin,0,48,1.678,Rep1,CV2008,
Acidic,Tobramycin,0,48,1.686,Rep1,CV2008,
Acidic,Tobramycin,16,48,1.58,Rep1,CV2008,
Acidic,Tobramycin,16,48,1.599,Rep1,CV2008,
Acidic,Tobramycin,16,48,1.577,Rep1,CV2008,
Acidic,Tobramycin,32,48,1.491,Rep1,CV2008,
Acidic,Tobramycin,32,48,1.477,Rep1,CV2008,
Acidic,Tobramycin,32,48,1.479,Rep1,CV2008,
Acidic,Tobramycin,64,48,1.462,Rep1,CV2008,
Acidic,Tobramycin,64,48,1.496,Rep1,CV2008,
Acidic,Tobramycin,64,48,1.464,Rep1,CV2008,
Neutral,Tobramycin,0,48,1.805,Rep1,CV2008,
Neutral,Tobramycin,0,48,1.795,Rep1,CV2008,
Neutral,Tobramycin,0,48,1.813,Rep1,CV2008,
Neutral,Tobramycin,16,48,1.81,Rep1,CV2008,
Neutral,Tobramycin,16,48,1.806,Rep1,CV2008,
Neutral,Tobramycin,16,48,1.822,Rep1,CV2008,
Neutral,Tobramycin,32,48,1.811,Rep1,CV2008,
Neutral,Tobramycin,32,48,1.812,Rep1,CV2008,
Neutral,Tobramycin,32,48,1.807,Rep1,CV2008,
Neutral,Tobramycin,64,48,1.799,Rep1,CV2008,
Neutral,Tobramycin,64,48,1.795,Rep1,CV2008,
Neutral,Tobramycin,64,48,1.797,Rep1,CV2008,
Basic,Tobramycin,0,48,1.753,Rep1,CV2008,
Basic,Tobramycin,0,48,1.737,Rep1,CV2008,
Basic,Tobramycin,0,48,1.714,Rep1,CV2008,
Basic,Tobramycin,16,48,1.689,Rep1,CV2008,
Basic,Tobramycin,16,48,1.694,Rep1,CV2008,
Basic,Tobramycin,16,48,1.701,Rep1,CV2008,
Basic,Tobramycin,32,48,1.661,Rep1,CV2008,
Basic,Tobramycin,32,48,1.663,Rep1,CV2008,
Basic,Tobramycin,32,48,1.673,Rep1,CV2008,
Basic,Tobramycin,64,48,1.643,Rep1,CV2008,
Basic,Tobramycin,64,48,1.649,Rep1,CV2008,
Basic,Tobramycin,64,48,1.669,Rep1,CV2008,
Acidic,Tobramycin,0,24,0.728,Rep2,CV2008,
Acidic,Tobramycin,0,24,0.711,Rep2,CV2008,
Acidic,Tobramycin,0,24,0.718,Rep2,CV2008,
Acidic,Tobramycin,16,24,0.704,Rep2,CV2008,
Acidic,Tobramycin,16,24,0.755,Rep2,CV2008,
Acidic,Tobramycin,16,24,0.716,Rep2,CV2008,
Acidic,Tobramycin,32,24,0.713,Rep2,CV2008,
Acidic,Tobramycin,32,24,0.716,Rep2,CV2008,
Acidic,Tobramycin,32,24,0.715,Rep2,CV2008,
Acidic,Tobramycin,64,24,0.704,Rep2,CV2008,
Acidic,Tobramycin,64,24,0.736,Rep2,CV2008,
Acidic,Tobramycin,64,24,0.707,Rep2,CV2008,
Neutral,Tobramycin,0,24,0.911,Rep2,CV2008,
Neutral,Tobramycin,0,24,0.904,Rep2,CV2008,
Neutral,Tobramycin,0,24,0.875,Rep2,CV2008,
Neutral,Tobramycin,16,24,0.863,Rep2,CV2008,
Neutral,Tobramycin,16,24,0.866,Rep2,CV2008,
Neutral,Tobramycin,16,24,0.856,Rep2,CV2008,
Neutral,Tobramycin,32,24,0.885,Rep2,CV2008,
Neutral,Tobramycin,32,24,0.879,Rep2,CV2008,
Neutral,Tobramycin,32,24,0.869,Rep2,CV2008,
Neutral,Tobramycin,64,24,0.895,Rep2,CV2008,
Neutral,Tobramycin,64,24,0.875,Rep2,CV2008,
Neutral,Tobramycin,64,24,0.858,Rep2,CV2008,
Basic,Tobramycin,0,24,0.741,Rep2,CV2008,
Basic,Tobramycin,0,24,0.745,Rep2,CV2008,
Basic,Tobramycin,0,24,0.748,Rep2,CV2008,
Basic,Tobramycin,16,24,0.732,Rep2,CV2008,
Basic,Tobramycin,16,24,0.726,Rep2,CV2008,
Basic,Tobramycin,16,24,0.74,Rep2,CV2008,
Basic,Tobramycin,32,24,0.725,Rep2,CV2008,
Basic,Tobramycin,32,24,0.729,Rep2,CV2008,
Basic,Tobramycin,32,24,0.729,Rep2,CV2008,
Basic,Tobramycin,64,24,0.77,Rep2,CV2008,
Basic,Tobramycin,64,24,0.799,Rep2,CV2008,
Basic,Tobramycin,64,24,0.827,Rep2,CV2008,
Acidic,Tobramycin,0,24,0.884,Rep1,CV2008,
Acidic,Tobramycin,0,24,0.9,Rep1,CV2008,
Acidic,Tobramycin,0,24,0.888,Rep1,CV2008,
Acidic,Tobramycin,16,24,0.853,Rep1,CV2008,
Acidic,Tobramycin,16,24,0.897,Rep1,CV2008,
Acidic,Tobramycin,16,24,0.886,Rep1,CV2008,
Acidic,Tobramycin,32,24,0.817,Rep1,CV2008,
Acidic,Tobramycin,32,24,0.773,Rep1,CV2008,
Acidic,Tobramycin,32,24,0.793,Rep1,CV2008,
Acidic,Tobramycin,64,24,0.771,Rep1,CV2008,
Acidic,Tobramycin,64,24,0.772,Rep1,CV2008,
Acidic,Tobramycin,64,24,0.746,Rep1,CV2008,
Neutral,Tobramycin,0,24,1.396,Rep1,CV2008,
Neutral,Tobramycin,0,24,1.419,Rep1,CV2008,
Neutral,Tobramycin,0,24,1.417,Rep1,CV2008,
Neutral,Tobramycin,16,24,1.37,Rep1,CV2008,
Neutral,Tobramycin,16,24,1.393,Rep1,CV2008,
Neutral,Tobramycin,16,24,1.407,Rep1,CV2008,
Neutral,Tobramycin,32,24,1.351,Rep1,CV2008,
Neutral,Tobramycin,32,24,1.363,Rep1,CV2008,
Neutral,Tobramycin,32,24,1.338,Rep1,CV2008,
Neutral,Tobramycin,64,24,1.339,Rep1,CV2008,
Neutral,Tobramycin,64,24,1.322,Rep1,CV2008,
Neutral,Tobramycin,64,24,1.325,Rep1,CV2008,
Basic,Tobramycin,0,24,1.194,Rep1,CV2008,
Basic,Tobramycin,0,24,1.217,Rep1,CV2008,
Basic,Tobramycin,0,24,1.206,Rep1,CV2008,
Basic,Tobramycin,16,24,1.166,Rep1,CV2008,
Basic,Tobramycin,16,24,1.163,Rep1,CV2008,
Basic,Tobramycin,16,24,1.168,Rep1,CV2008,
Basic,Tobramycin,32,24,1.156,Rep1,CV2008,
Basic,Tobramycin,32,24,1.15,Rep1,CV2008,
Basic,Tobramycin,32,24,1.144,Rep1,CV2008,
Basic,Tobramycin,64,24,1.282,Rep1,CV2008,
Basic,Tobramycin,64,24,1.257,Rep1,CV2008,
Basic,Tobramycin,64,24,1.241,Rep1,CV2008,
Acidic,Tobramycin,0,0,0.145,Rep2,CV2008,
Acidic,Tobramycin,0,0,0.143,Rep2,CV2008,
Acidic,Tobramycin,0,0,0.142,Rep2,CV2008,
Acidic,Tobramycin,16,0,0.146,Rep2,CV2008,
Acidic,Tobramycin,16,0,0.145,Rep2,CV2008,
Acidic,Tobramycin,16,0,0.145,Rep2,CV2008,
Acidic,Tobramycin,32,0,0.147,Rep2,CV2008,
Acidic,Tobramycin,32,0,0.146,Rep2,CV2008,
Acidic,Tobramycin,32,0,0.146,Rep2,CV2008,
Acidic,Tobramycin,64,0,0.147,Rep2,CV2008,
Acidic,Tobramycin,64,0,0.146,Rep2,CV2008,
Acidic,Tobramycin,64,0,0.145,Rep2,CV2008,
Neutral,Tobramycin,0,0,0.147,Rep2,CV2008,
Neutral,Tobramycin,0,0,0.145,Rep2,CV2008,
Neutral,Tobramycin,0,0,0.149,Rep2,CV2008,
Neutral,Tobramycin,16,0,0.146,Rep2,CV2008,
Neutral,Tobramycin,16,0,0.147,Rep2,CV2008,
Neutral,Tobramycin,16,0,0.151,Rep2,CV2008,
Neutral,Tobramycin,32,0,0.147,Rep2,CV2008,
Neutral,Tobramycin,32,0,0.149,Rep2,CV2008,
Neutral,Tobramycin,32,0,0.15,Rep2,CV2008,
Neutral,Tobramycin,64,0,0.147,Rep2,CV2008,
Neutral,Tobramycin,64,0,0.141,Rep2,CV2008,
Neutral,Tobramycin,64,0,0.148,Rep2,CV2008,
Basic,Tobramycin,0,0,0.146,Rep2,CV2008,
Basic,Tobramycin,0,0,0.146,Rep2,CV2008,
Basic,Tobramycin,0,0,0.145,Rep2,CV2008,
Basic,Tobramycin,16,0,0.144,Rep2,CV2008,
Basic,Tobramycin,16,0,0.144,Rep2,CV2008,
Basic,Tobramycin,16,0,0.144,Rep2,CV2008,
Basic,Tobramycin,32,0,0.141,Rep2,CV2008,
Basic,Tobramycin,32,0,0.146,Rep2,CV2008,
Basic,Tobramycin,32,0,0.144,Rep2,CV2008,
Basic,Tobramycin,64,0,0.145,Rep2,CV2008,
Basic,Tobramycin,64,0,0.145,Rep2,CV2008,
Basic,Tobramycin,64,0,0.144,Rep2,CV2008,
Acidic,Tobramycin,0,0,0.145,Rep1,CV2008,
Acidic,Tobramycin,0,0,0.148,Rep1,CV2008,
Acidic,Tobramycin,0,0,0.145,Rep1,CV2008,
Acidic,Tobramycin,16,0,0.146,Rep1,CV2008,
Acidic,Tobramycin,16,0,0.166,Rep1,CV2008,
Acidic,Tobramycin,16,0,0.148,Rep1,CV2008,
Acidic,Tobramycin,32,0,0.15,Rep1,CV2008,
Acidic,Tobramycin,32,0,0.152,Rep1,CV2008,
Acidic,Tobramycin,32,0,0.148,Rep1,CV2008,
Acidic,Tobramycin,64,0,0.148,Rep1,CV2008,
Acidic,Tobramycin,64,0,0.149,Rep1,CV2008,
Acidic,Tobramycin,64,0,0.147,Rep1,CV2008,
Neutral,Tobramycin,0,0,0.147,Rep1,CV2008,
Neutral,Tobramycin,0,0,0.149,Rep1,CV2008,
Neutral,Tobramycin,0,0,0.146,Rep1,CV2008,
Neutral,Tobramycin,16,0,0.146,Rep1,CV2008,
Neutral,Tobramycin,16,0,0.149,Rep1,CV2008,
Neutral,Tobramycin,16,0,0.147,Rep1,CV2008,
Neutral,Tobramycin,32,0,0.148,Rep1,CV2008,
Neutral,Tobramycin,32,0,0.148,Rep1,CV2008,
Neutral,Tobramycin,32,0,0.146,Rep1,CV2008,
Neutral,Tobramycin,64,0,0.148,Rep1,CV2008,
Neutral,Tobramycin,64,0,0.148,Rep1,CV2008,
Neutral,Tobramycin,64,0,0.148,Rep1,CV2008,
Basic,Tobramycin,0,0,0.149,Rep1,CV2008,
Basic,Tobramycin,0,0,0.155,Rep1,CV2008,
Basic,Tobramycin,0,0,0.154,Rep1,CV2008,
Basic,Tobramycin,16,0,0.15,Rep1,CV2008,
Basic,Tobramycin,16,0,0.149,Rep1,CV2008,
Basic,Tobramycin,16,0,0.148,Rep1,CV2008,
Basic,Tobramycin,32,0,0.148,Rep1,CV2008,
Basic,Tobramycin,32,0,0.15,Rep1,CV2008,
Basic,Tobramycin,32,0,0.148,Rep1,CV2008,
Basic,Tobramycin,64,0,0.148,Rep1,CV2008,
Basic,Tobramycin,64,0,0.149,Rep1,CV2008,
Basic,Tobramycin,64,0,0.15,Rep1,CV2008,
Acidic,Meropenem,0,48,1.506,Rep1,CV2008,
Acidic,Meropenem,0,48,1.504,Rep1,CV2008,
Acidic,Meropenem,0,48,1.497,Rep1,CV2008,
Acidic,Meropenem,64,48,1.188,Rep1,CV2008,
Acidic,Meropenem,64,48,1.25,Rep1,CV2008,
Acidic,Meropenem,64,48,1.261,Rep1,CV2008,
Acidic,Meropenem,128,48,0.874,Rep1,CV2008,
Acidic,Meropenem,128,48,0.894,Rep1,CV2008,
Acidic,Meropenem,128,48,0.848,Rep1,CV2008,
Acidic,Meropenem,256,48,0.352,Rep1,CV2008,
Acidic,Meropenem,256,48,0.353,Rep1,CV2008,
Acidic,Meropenem,256,48,0.387,Rep1,CV2008,
Neutral,Meropenem,0,48,1.518,Rep1,CV2008,
Neutral,Meropenem,0,48,1.608,Rep1,CV2008,
Neutral,Meropenem,0,48,1.589,Rep1,CV2008,
Neutral,Meropenem,64,48,1.658,Rep1,CV2008,
Neutral,Meropenem,64,48,1.627,Rep1,CV2008,
Neutral,Meropenem,64,48,1.615,Rep1,CV2008,
Neutral,Meropenem,128,48,1.439,Rep1,CV2008,
Neutral,Meropenem,128,48,1.475,Rep1,CV2008,
Neutral,Meropenem,128,48,1.516,Rep1,CV2008,
Neutral,Meropenem,256,48,0.865,Rep1,CV2008,
Neutral,Meropenem,256,48,0.864,Rep1,CV2008,
Neutral,Meropenem,256,48,0.86,Rep1,CV2008,
Basic,Meropenem,0,48,1.503,Rep1,CV2008,
Basic,Meropenem,0,48,1.629,Rep1,CV2008,
Basic,Meropenem,0,48,1.51,Rep1,CV2008,
Basic,Meropenem,64,48,1.243,Rep1,CV2008,
Basic,Meropenem,64,48,1.419,Rep1,CV2008,
Basic,Meropenem,64,48,1.3,Rep1,CV2008,
Basic,Meropenem,128,48,0.776,Rep1,CV2008,
Basic,Meropenem,128,48,0.797,Rep1,CV2008,
Basic,Meropenem,128,48,0.875,Rep1,CV2008,
Basic,Meropenem,256,48,0.475,Rep1,CV2008,
Basic,Meropenem,256,48,0.489,Rep1,CV2008,
Basic,Meropenem,256,48,0.54,Rep1,CV2008,
Acidic,Meropenem,0,24,0.784,Rep2,CV2008,
Acidic,Meropenem,0,24,0.802,Rep2,CV2008,
Acidic,Meropenem,0,24,0.791,Rep2,CV2008,
Acidic,Meropenem,64,24,0.289,Rep2,CV2008,
Acidic,Meropenem,64,24,0.311,Rep2,CV2008,
Acidic,Meropenem,64,24,0.33,Rep2,CV2008,
Acidic,Meropenem,128,24,0.279,Rep2,CV2008,
Acidic,Meropenem,128,24,0.282,Rep2,CV2008,
Acidic,Meropenem,128,24,0.28,Rep2,CV2008,
Acidic,Meropenem,256,24,0.262,Rep2,CV2008,
Acidic,Meropenem,256,24,0.272,Rep2,CV2008,
Acidic,Meropenem,256,24,0.265,Rep2,CV2008,
Neutral,Meropenem,0,24,1.107,Rep2,CV2008,
Neutral,Meropenem,0,24,1.094,Rep2,CV2008,
Neutral,Meropenem,0,24,1.116,Rep2,CV2008,
Neutral,Meropenem,64,24,0.757,Rep2,CV2008,
Neutral,Meropenem,64,24,0.755,Rep2,CV2008,
Neutral,Meropenem,64,24,0.736,Rep2,CV2008,
Neutral,Meropenem,128,24,0.542,Rep2,CV2008,
Neutral,Meropenem,128,24,0.589,Rep2,CV2008,
Neutral,Meropenem,128,24,0.553,Rep2,CV2008,
Neutral,Meropenem,256,24,0.308,Rep2,CV2008,
Neutral,Meropenem,256,24,0.314,Rep2,CV2008,
Neutral,Meropenem,256,24,0.318,Rep2,CV2008,
Basic,Meropenem,0,24,0.983,Rep2,CV2008,
Basic,Meropenem,0,24,0.991,Rep2,CV2008,
Basic,Meropenem,0,24,1.004,Rep2,CV2008,
Basic,Meropenem,64,24,0.512,Rep2,CV2008,
Basic,Meropenem,64,24,0.535,Rep2,CV2008,
Basic,Meropenem,64,24,0.54,Rep2,CV2008,
Basic,Meropenem,128,24,0.328,Rep2,CV2008,
